prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
Newspapers have a significant influence on peopleâ€™s ideas and opinions. Why is this happening? Is it a positive or neg,1,9.0,,273.0,0.4
Newspapers have become an enormous influence on people’s ideas and opinions. Why is this the case? Is it a desirable or ,1,7.5,,453.0,0.45454545454545453
Newspapers have influenced people's idea and opinions. What are the reason for this? Is this a positive or a nagative de,1,4.5,,267.0,0.6666666666666666
Newspapers have influenced people’s ideas and opinions. What are the reasons for this? Is this a positive or negative si,1,6.5,,260.0,0.7777777777777778
Not enough student around the world choose to study science subjects at the university. What are the reasons for this? W,1,4.0,,242.0,0.5384615384615384
Now a days people make new friends through social networks and Internet chat groups. some people think this is good othe,1,5.5,,234.0,0.7222222222222222
"Nowadays , more people are choosing to socialize online rather than face to face. Is this a positive or a negative devel",1,4.0,,245.0,0.4
"Nowadays , women as well as men work full time. Therefore, women and men should share house- hold tasks equally. (eg cle",1,9.0,,283.0,0.5294117647058824
Multinational companies are becoming increasingly common in developing countries. What are the advantages and disadvanta,1,7.5,,273.0,0.6666666666666666
Music is played in every society and culture in the world today. Some people believe that music brings only benefits to ,1,9.0,,268.0,0.5454545454545454
Nearly every society has been suffering from bribery for long years. What are the causes and effects? What solutions can,1,4.0,,372.0,0.3333333333333333
New technologies have changed the way children spend their free time. Do advantages of this outweigh disadvantages? Give,1,4.0,,310.0,0.29411764705882354
Newspaper have an enormous influence on peoples opinion and ideas . Do you think it is a positive or negative situation?,1,6.0,,257.0,0.4
Newspaper have an enormous influence on peoples opinion and ideas do you think it is a positive or negative situation?,1,6.0,,270.0,0.5
Newspaper have an enormous influence on peoples opinion and ideas. Do you think it is a positive or a negative situation,1,6.0,,268.0,0.5
Newspapers Have an Enormous Influence on People’s Opinions and Ideas.,1,7.0,,308.0,0.3333333333333333
"Some people believe (1) that studying at university or college is the best route to a successful career, while others be",1,5.5,,299.0,0.5263157894736842
Some people believe eventually all jobs be done by artificial intelligent robots. What is your opinion?,1,6.0,,278.0,0.6666666666666666
Some people believe that advancements in technology are making people less social. To what extent do you agree or disagr,1,3.0,,238.0,0.5454545454545454
Some people believe that advertisements have a useful function for TV viewers while others disagree. What is your opinio,1,8.0,,267.0,0.47058823529411764
"Some people believe that allowing children to make their own choices on everyday matters, such as food, clothes, and ent",1,5.5,,336.0,0.45161290322580644
"Some people believe that allowing students to use smartphones in schools negatively impacts their education, while other",1,5.5,,350.0,0.36
"Some people believe that artificial intelligence and automation will eliminate many jobs, while others think they will c",1,8.0,,316.0,0.75
"Some people believe that bicycles are the best mode of transport in the cities, while others disagree. Discuss the advan",1,4.0,,305.0,0.4
Most developed countries spend a large proportion of their health budgets on expensive medical technology and procedures,1,8.0,,274.0,0.36363636363636365
Most high level jobs are done by man.Should the government encourage a certain percentage of these jobs to be reserved f,1,3.5,,257.0,0.9
Most high level jobs done by men.should the government encourage a certain percentage of these jobs to be reserved for w,1,6.0,,336.0,0.6
Most high-level positions in companies are filled by men even though the workforce in many developed countries is more t,1,7.5,,262.0,0.35
Most medical doctors want to work in cities where they will make a lot of money. Yet in many rural areas there are not e,1,4.0,,254.0,0.7142857142857143
Most of the urgent problems can only be solved with international cooperation. To what extend do you agree or disagree?,1,5.5,,314.0,0.625
Some people believe that eventually all jobs will be done by artificial intelligent jobs. What is your opinion?,1,5.5,,283.0,0.625
Some people believe that eventually all jobs will be done by artificial intelligent robots.What is your opinion?,1,7.0,,313.0,0.5555555555555556
More people decided to have children at late age nowadays than on the past. Does the advantage of these outweigh the dis,1,6.0,,266.0,0.5555555555555556
"More people decided to have children in their late age than in the past, why? Do the advantage of this outweigh the disa",1,4.5,,332.0,0.25
More people decided to have children in their later age than in the past. Do advantages of this outweigh the disadvantag,1,4.5,,361.0,0.625
More people decided to have children in their later age than in the past. Why? Do advantage of this outweigh the disadva,1,5.5,,296.0,0.5
More people decided to have children in their later age than in the past. Why? Do advantages of this outweigh the disadv,1,6.0,,299.0,0.625
More people decided to have children in their later age than in the past. Why? Do the advantages of this outweigh the di,1,3.5,,277.0,0.625
"More people put their personal information online (address, telephone number...) for everyday activities such as sociali",1,8.0,,300.0,0.2
Most countries allow 18-year olds to start driving a car. Some say it is good to allow it at this age. But others think ,1,7.5,,286.0,0.2857142857142857
Some people believe that eventually all jobs will be done by artficially intelligent robots. do you agree or disagree,1,4.0,,221.0,0.4
Some people believe that eventually all jobs will be done by articially intelligent robots. What is your opinion?,1,8.5,,315.0,0.5555555555555556
Some people believe that eventually all jobs will be done by artificial intelligence (AI) robots. What is your opinion?,1,6.0,,348.0,0.6666666666666666
More and more people today are drinking sugar-based drinks. Why is this happening? What measures can be taken to reverse,1,9.0,,350.0,0.5454545454545454
"More and more people want to buy clothes, cars and other products from well-known brands. What are the reasons? Do you t",1,7.0,,325.0,0.6923076923076923
"More and more prisons are being built to house the world's criminals, and many people believe long-term imprisonment is ",1,8.0,,310.0,0.3548387096774194
More and more students choose to move to other countries to study their higher education. Do you think the advantages of,1,8.0,,289.0,0.6363636363636364
More people decided to have children at a later age than in the past. Why? Do advantages of this outweigh disadvantages?,1,6.5,,270.0,0.4375
